Sample	Test-Sample 1	Test-Sample 2	Test-Sample 3	Test-Sample 4	Test-Sample 5	Test-Sample 6	Test-Sample 7	Test-Sample 8	Test-Sample 9	Test-Sample 10
FAM50B	7.328306915	7.190595108	7.26464902	7.076655289	7.317177422	6.956951088	7.716263878	6.997427908	7.020668872	7.062952767
FAM53A	7.895587399	7.769017935	8.046354633	7.442495693	7.885598767	7.550200381	8.577402391	7.880336562	7.565010657	7.571479624
FAM53B	8.880694707	9.151455498	9.212104804	9.221120647	9.200734347	9.56169654	7.944161521	8.678878265	9.402280901	9.099384634
FAM53C	8.354174435	8.856145366	8.174111753	8.318569924	8.74512302	8.240648248	7.408516568	8.692235382	8.734082962	9.064524525
FAM57A	7.468314497	7.188282225	7.574707046	6.87835751	7.799456483	6.861719691	8.151097744	7.418434538	7.489245876	6.821876003
FAM57B	7.765508226	7.591821513	7.864489512	7.226084599	7.778964164	7.336881411	8.374578738	7.714595844	7.704616096	7.479481187
FAM58A	7.273320061	7.83220014	7.519203773	7.703280693	7.372229525	7.587214952	6.879142103	7.270911991	7.106620516	7.231105953
FAM58BP	7.537614456	6.885989153	7.40100748	6.944155663	7.684965972	6.860652481	8.471484197	7.367065229	7.307911164	7.019257119
FAM58DP	8.805053793	8.40342112	8.563375525	8.498574001	8.85441338	8.406549425	9.575981631	8.782477369	8.584195865	8.181231783
FAM60A	7.527007761	7.928559827	8.048639446	8.014461304	7.766045169	8.417017029	6.810173152	7.851068129	8.164409186	8.718484928
FAM63A	7.136581052	7.830185592	6.844096864	7.438434253	7.171136757	7.374604819	7.21162552	7.501001175	7.111375665	7.43857564
FAM63B	6.429935598	7.082862227	6.235177521	7.480378232	6.169766697	7.840708698	6.235330724	6.76655541	6.918672455	7.107583262
FAM64A	6.720360559	6.452175334	6.634464036	5.966868784	6.786060479	6.312481848	6.992281258	6.564324813	6.422386077	6.420505982
FAM65A	8.061630409	8.261464997	8.381711652	8.003624722	7.982930847	8.061074117	7.446388581	7.885732974	8.609389308	8.606664301
FAM65B	9.128558911	10.62809006	8.483848016	10.64771924	8.80647229	10.82109631	7.199201184	9.991295079	9.351330181	10.19247776
FAM65C	7.119812654	6.986900094	6.871855967	6.548407339	6.931848494	6.518158995	7.797006491	6.869525986	6.624244221	6.573104844
FAM69A	6.88501299	7.564690637	7.58197634	8.172142442	6.918064168	8.431614603	7.08952993	6.93960272	7.471813381	7.746238856
FAM69B	7.950806652	7.831560604	7.956538787	7.396613343	7.827399871	7.710276086	8.198842802	7.759974709	7.763424854	7.75329699
FAM69C	5.610703015	5.376752266	5.503189699	5.208396302	5.645243395	5.443265164	6.380630758	5.461862478	5.43844257	5.250719083
FAM71A	6.925875143	6.574147591	6.727730154	6.286353648	6.988909132	6.170247997	7.369409861	6.86862853	6.638794321	6.422240941
FAM71B	6.069190878	5.722408643	5.955710345	5.535496236	6.101908457	5.378768234	7.021957141	5.861826369	5.833537816	5.429512194
FAM71C	6.622682952	6.117399991	6.402452738	5.902261745	6.679860076	5.946988127	7.364371071	6.398977924	6.305893935	5.968120712
FAM71D	5.715819258	5.618091794	5.673932312	5.538994366	6.008836441	5.376193126	6.429853604	5.7001789	5.649687305	5.515573695
FAM71E1	6.608235598	6.55333439	6.661507344	6.1278396	6.658482855	6.349860624	6.943065674	6.548552221	6.237085647	6.471540286
FAM71E2	7.195171393	7.215672593	7.251719189	6.742931077	7.161257744	6.769586655	7.879722814	7.082343913	6.908138294	6.844560904
FAM71F1	7.013506925	6.749239263	6.774549885	6.586454017	7.247585782	6.494495616	7.978395863	6.998624276	6.779351659	6.464918169
FAM71F2	6.87682387	6.807226104	6.798517163	6.515993078	7.113627579	6.67245363	7.448372395	6.766926382	6.70114702	6.633588143
FAM72B	8.613376625	7.136914452	7.564242329	7.978611494	8.231680262	7.519322219	9.378254877	8.500832999	8.059288731	7.319727822
FAM73A	7.493960826	7.39433293	7.806333058	7.625839304	7.556706766	8.026655492	7.288776105	7.435219025	7.602677014	7.67435601
FAM73B	7.288912203	7.366741846	7.299455316	6.994387382	7.299830762	7.224889213	7.627263924	7.320222904	7.16993502	7.208166063
FAM74A4	8.006930095	6.727038359	7.409577907	6.778735025	7.888232193	6.523214417	9.224955192	7.435850969	7.53640617	6.385550553
FAM74A7	8.10679323	6.881897057	7.575395537	6.841646111	7.990637251	6.441523318	9.452550136	7.903749317	7.885525558	6.527614622
FAM76A	7.481944703	7.924818441	7.866320744	8.103261577	7.767952681	8.130992628	6.990682628	7.733117036	7.701341121	8.206027775
FAM76B	7.930222842	8.500156711	8.059328235	8.804747343	8.151640684	8.565281095	7.027308896	8.093037197	8.334385031	8.89851372
FAM78A	8.130827934	8.212914603	7.746950926	8.606157185	8.035068497	8.898945961	7.286252788	7.951768447	7.968874112	8.539790821
FAM78B	6.750700288	6.566810589	6.6934312	6.390500888	7.018133399	6.520959623	7.543843833	6.691938889	6.622177775	6.425387128
FAM81A	5.735205334	5.638632846	5.717440638	5.378841047	5.619659504	5.46283433	6.5229879	5.66066626	5.542220898	5.454235127
FAM81B	6.529385262	6.417143648	6.313964118	6.367194562	6.42595773	6.063513728	7.414879696	6.303851968	6.20720569	6.310743641
FAM83A	7.527125086	7.426826625	7.645708863	7.142341955	7.595488742	7.059084833	7.754787312	7.392549266	7.054001882	7.184815849
FAM83A-AS1	6.788320293	6.60218961	6.811856314	6.152416682	6.882740856	6.104980277	7.219216932	6.669126004	6.587567518	6.186900635
FAM83B	6.577063198	6.091653295	6.528793207	6.280761492	6.470310715	5.824004051	7.853272123	6.343377618	6.250105098	5.920331416
FAM83C	7.43459487	7.603314778	7.494655613	6.939790755	7.560424552	6.741628775	8.21597945	7.494855584	7.019234875	6.757236647
FAM83D	7.170175448	6.977817971	6.912039033	7.021679594	7.204932995	6.935447961	7.225766569	6.900154339	6.774431283	6.622568754
FAM83E	8.504552864	8.194047642	8.507972984	7.90184437	8.312728697	7.994789008	8.711842461	8.158796482	8.085615858	8.104116464
FAM83F	6.887561825	6.753203375	7.159104386	6.485254531	7.158811626	6.780441343	7.56005	6.792347822	6.753510942	6.691073479
FAM83G	5.759081246	5.84090378	5.990140279	5.519114115	5.938396366	5.850626925	5.87067542	5.767273419	5.963333084	6.015218777
FAM83H	7.285522438	7.481266646	7.668799909	6.81093146	7.377427461	7.098253209	7.582593635	7.245400585	6.998714527	7.269977548
FAM84A	6.699843096	6.534841336	6.905868325	6.22899565	6.696439021	6.447572585	6.935047153	6.514811874	6.403935735	6.437432501
FAM84B	6.420645769	6.609289568	6.70935957	6.598576615	6.485386573	6.595773663	6.443288375	6.44805021	6.600379783	6.601602928
FAM86A	7.85570945	7.898099493	8.058581673	7.763079546	7.895835777	7.702366648	8.070335655	7.843958727	7.784582502	7.760314106
FAM86B1	8.404202784	8.235411542	8.179048099	7.795431964	8.457451072	7.78588419	9.184944256	8.565127325	8.135389709	7.509533795
FAM86B3P	7.428984876	7.209132073	6.920035775	6.614800296	7.461201608	6.569752332	8.32407506	7.539589196	6.920753668	6.63306357
FAM86C1	6.924135525	6.774984676	6.954743035	6.522170339	6.699357291	6.861111726	6.936614385	6.912110909	6.743299528	6.410700648
FAM86C2P	7.51718119	7.125217137	7.265643173	6.870648298	7.304410648	7.039752549	7.424762564	7.48101633	7.149381319	6.883547507
FAM86DP	8.312819439	7.984105105	8.079831416	7.500355921	8.367672469	7.721994612	9.134867789	8.002674395	7.879142103	7.563112359
FAM86EP	8.680542376	8.404026029	8.776140187	8.084122745	8.462134139	8.081297014	9.285006811	8.668640379	8.368846906	8.299565213
FAM86FP	8.583571734	8.709948825	8.641997523	8.13081764	9.036508828	8.213250062	9.345673579	8.615401583	8.538646796	8.384895967
FAM86JP	7.875994693	7.802391985	7.841719149	7.305027449	8.024259332	7.449106349	8.608656474	7.973345816	7.603032009	7.269072174
FAM86MP	8.036811006	7.841105128	7.807097275	7.279025492	7.949237259	7.28901368	8.880507993	8.042458298	7.641466552	7.237114336
FAM87A	6.685786006	6.772255182	6.687452672	6.227914318	6.789285839	5.983730131	7.318985605	6.476535606	6.510838526	6.360466119
FAM87B	7.260853688	6.98521578	7.051143671	6.334745241	7.225024226	6.546182966	7.887488716	7.202437313	6.906096895	6.573579027
FAM89A	7.303990745	7.089561708	7.444832686	6.89917563	7.389541	6.879374947	7.524486866	7.102332691	7.163025673	7.16483655
FAM89B	8.469914459	9.306205268	8.081312994	9.317091477	8.320484678	9.201651013	7.682418795	8.554293376	8.313812695	9.184530741
FAM8A1	8.959689025	9.715160652	8.317254316	9.435218111	8.938100502	9.370079255	8.058007963	9.315824323	9.210301187	9.170941543
FAM90A1	8.887791994	8.31313539	7.675929031	7.279354805	8.324552298	6.917081609	9.340144575	8.919039283	8.026933642	7.039523585
FAM90A27P	7.712499488	7.533181756	7.843450018	7.19175016	7.909425107	7.240295246	7.238863271	7.863994185	7.533010396	7.555095241
FAM90A7P	9.793077036	9.053458344	8.004297167	7.69162932	8.948205546	7.156025317	10.15256088	9.79185825	8.754562846	7.299631756
FAM91A1	9.220806356	9.74212077	8.143679121	9.857099251	9.152817197	9.734765498	6.708670077	9.641385263	9.82738558	10.18399508
FAM92A1	7.126105591	6.885147252	7.027032376	7.070518134	7.005018153	7.308366336	7.428644915	7.135863165	6.808758291	7.010332283
FAM92A1P1	8.02470752	7.386259141	7.697857203	7.618143197	7.880728375	7.447876697	9.198958181	7.541948425	7.802955731	7.187658892
FAM92A1P2	5.234091232	4.6927731	5.089324414	4.92036953	5.116984324	4.992591708	5.965648088	5.173015468	5.002891507	4.823820678
FAM92B	8.05604697	7.880691647	7.941851652	7.192628171	8.15600721	7.320277068	9.012456936	7.868316365	7.497293009	7.423645397
FAM95B1	7.298410881	6.587573519	6.549767729	6.052372418	6.806375618	5.946021969	7.886269677	6.848372559	6.544655389	5.969083703
FAM96A	6.724391065	7.992864713	6.74744111	8.02148528	6.830737021	8.339271028	6.620213959	6.852423391	7.722957769	8.179132811
FAM96B	9.016072827	9.249556744	9.094544869	9.727023595	9.206416125	9.639543305	7.703709817	9.143071936	9.30679083	9.542064542
FAM98A	7.646659506	7.926278202	8.577972569	8.352317148	7.604026832	8.396818815	7.243916566	7.659467937	7.789181487	8.483227296
FAM98B	6.861781714	7.074409099	7.333513184	7.304036393	6.765574526	7.566609692	6.520635965	6.791136835	6.597543092	7.364835035
FAM98C	8.016758155	8.251695426	8.037277882	8.168401352	7.924557189	8.24182112	7.766621662	7.955184916	8.042047833	8.163599363
FAM99A	6.449735268	6.69356622	6.964714834	6.190969321	6.627159288	6.159144398	7.417030245	6.90955998	6.480640489	6.134944058
FAM9A	4.703444052	4.80220873	4.832763456	4.603252457	4.788090554	4.627624346	4.741450807	4.670800688	4.487325555	4.781606262
FAM9B	4.914157871	4.718832857	4.924498995	4.744618594	5.145318775	4.716173318	5.490342285	4.982546441	4.896412333	4.822475232
FAM9C	5.017521104	5.204042874	5.141988573	4.923600844	5.324382195	4.770136598	5.717007351	5.208470439	5.042924445	4.853880905
FAN1	6.454733579	6.541164779	6.823303543	7.049815884	6.549316462	7.283125404	6.601995066	6.431768358	6.19947212	6.866302196
FANCA	6.790055203	6.801262146	6.739767111	6.621181546	6.910936486	6.611594383	7.193229645	6.797596684	6.524966332	6.500308113
FANCB	5.13616267	5.28422909	4.99809619	5.837441238	5.026658438	5.865206197	5.097572875	5.267134994	5.196186039	5.763313302
FANCC	6.124394312	6.111674037	5.994140694	6.002900506	6.467414808	6.20353986	6.396950644	6.358689877	5.836037727	5.96003206
FANCD2	7.090874597	6.773917228	7.251586555	7.235928058	7.140747986	7.524424179	6.924111765	7.199073551	7.078321626	7.266927056
FANCD2OS	7.281614801	7.06436554	7.410900732	7.025471815	7.373996142	6.900383817	7.932787582	7.301880253	7.333513184	6.826878935
FANCE	7.09454223	7.208624553	6.95136632	7.09085343	7.177230156	7.102710615	7.90363485	7.166223351	6.906397591	7.017509969
FANCF	7.010108453	6.732119929	7.005893977	7.306663257	6.719251904	7.481686433	7.507992799	6.627084409	6.851936392	7.091160309
FANCG	7.585811337	7.356927288	7.506700314	7.138343485	7.502418126	7.292036287	7.849467655	7.392669466	7.258584877	7.1065263
FANCI	7.313418196	7.08615746	6.981898307	7.802852362	7.237276895	7.816919644	7.158771241	7.264874171	7.392566438	7.206760423
FANCL	6.616407692	6.914361212	6.060181441	7.630434595	6.324302979	7.273245452	6.636736262	6.339456325	7.051361225	7.161988426
FANCM	5.832548283	5.883217568	5.879085725	6.377909797	5.406380202	6.732174211	5.649034816	5.668723337	6.034864976	6.309039728
FANK1	6.322890773	5.990821019	6.06647027	5.892721302	6.483709385	5.587746019	7.299977251	6.119569909	6.032808349	5.684434454
FAP	5.374535269	5.172499517	5.480804739	5.456011003	5.604447965	5.019386124	6.621218184	5.373502055	5.351946286	4.989802059
FAR1	9.319218244	9.996219247	8.841029626	10.31170291	9.137032112	9.852796333	7.29138254	9.35319315	10.05115455	10.21309207
FAR2	6.667381246	7.365158846	6.075763649	8.134985834	6.424213328	7.362680281	7.011428548	6.823634735	6.619047595	7.154524478
FAR2P1	6.717525635	6.181490213	6.072946127	5.903648104	6.532628658	6.279465724	7.708635594	6.367290681	5.998608481	5.688513293
FARP1	6.656582175	6.500588564	6.725591209	6.139931928	6.928737465	6.193064019	7.292183569	6.598875811	6.409485981	6.08494654
FARP2	7.648292862	7.395808296	7.275677566	7.409441854	7.511997693	7.388335935	7.278653884	7.400324447	7.55583149	7.459382435
FARS2	6.973220933	8.08354315	6.469472509	8.961084995	6.826878935	8.719614706	6.528207161	7.682229156	6.915066701	8.207092434
FARSA	8.257477419	8.489378356	8.629837438	8.357758717	8.565269669	8.73249986	8.519695217	8.379274385	8.267507708	8.558026501
FARSB	8.11765349	8.455405313	8.076051301	9.393913809	8.194722387	9.51463319	7.021190982	8.342203593	8.546570396	9.46224868
FAS	8.817233114	9.126394738	9.08138224	9.518336456	8.955687682	8.97953952	8.244839501	9.05465044	9.814747473	8.899955026
FASLG	6.649241804	6.479904726	6.990501111	6.660181344	7.00130685	6.715110875	7.055390905	6.623817125	6.977360071	6.699468346
FASN	7.580122867	7.56895934	9.114210836	7.404213414	7.808706815	7.731244348	7.51230591	7.597903569	7.598581081	7.55688919
FASTK	8.421450544	8.508979225	8.484379849	8.326919291	8.21428026	8.548120615	8.685078141	8.408057949	8.215440781	8.327098994
FASTKD1	5.861637817	6.227789201	5.895409268	7.640512479	5.53552423	7.155354591	6.111085579	6.024778428	5.963733046	6.621108267
FASTKD2	6.544477658	7.138855417	7.320213877	8.115480685	6.468599608	7.814050469	5.931713783	6.702685245	7.14208663	7.740617299
FASTKD3	5.453800691	5.30783286	5.239306381	6.135130553	5.354547369	6.244894668	5.255413867	5.173251385	5.541768813	5.818147546
FAT1	6.208891775	5.844764758	6.080024427	5.829215325	6.35602405	5.828936173	6.921448233	6.090084889	6.074302051	6.023953905
FAT2	6.222186307	5.897199274	6.181559782	5.54833181	6.237255859	5.577975589	7.072663215	6.258690395	6.096405238	5.673629914
FAT3	5.878992573	5.573035143	5.73239946	5.578090352	6.026025399	5.519862664	6.633676773	5.670310669	5.578977949	5.436515006
FAT4	5.409805015	5.229645599	5.167638924	4.882833766	5.377692939	5.192892456	6.098830083	5.105464373	5.115590964	5.188491921
FATE1	6.475587533	6.547923267	6.703031465	5.925930604	6.706502925	6.158371365	7.248857372	6.538043006	6.384714689	6.014040562
FAU	9.795877317	10.40361923	9.856369501	9.864893387	9.861918155	9.867789925	9.295123767	9.985073433	10.04762836	10.1831391
FAUP1	8.175235155	7.683920981	7.979196518	7.001745957	7.945935381	7.653045682	9.019079162	7.894502518	8.155541806	7.811458186
FAXC	7.012166379	6.505239919	6.611402579	6.172501517	7.074334166	6.244320066	7.868538617	6.392782789	6.567330962	6.264211751
FAXDC2	7.732106358	8.458742895	7.343567718	7.183476589	7.866129069	7.740394679	7.958848474	7.982582947	7.210544722	8.185455279
FBF1	7.985756568	7.86361019	7.875552781	7.296209595	7.860981415	7.671937289	8.40771389	7.712891497	7.589209189	7.637878278
FBL	10.04459903	10.32355021	10.53615978	10.26147205	10.13764441	10.46350394	7.176562138	10.11704564	10.27336436	10.60941886
FBLIM1	7.528110245	7.421543114	7.436553316	6.839858837	7.503491853	6.953893778	8.162074052	7.360048169	7.169323753	7.019768622
FBLL1	7.347027782	7.113742166	7.232890956	6.9502701	7.228828308	7.043136678	7.484677913	6.997382743	7.007498274	7.120735541
FBLN1	6.627370455	6.666841788	6.680394689	6.415381789	6.782696865	6.291408327	7.202985754	6.674799591	6.591809548	6.513793907
FBLN2	7.47691628	7.396279389	7.632333659	7.102143691	7.678769133	7.31627248	7.877842389	7.590287627	7.334309045	7.534909796
FBLN5	6.602140606	6.327947787	6.613176534	6.371963039	6.695743323	6.194691858	7.016440604	6.652185304	6.412195523	6.34079902
FBLN7	7.954417352	7.888511912	8.193830869	7.853777381	8.102154192	7.808391487	8.576971776	7.936726265	7.926722957	7.898589296
FBN1	6.130098939	5.624460646	6.074379127	5.60655771	6.333650926	5.570900045	7.165118037	6.129264468	5.928045739	5.547887803
FBN2	6.9782414	6.292242478	6.345921464	6.692845617	6.802063937	6.721864776	7.702879139	6.546888288	6.605941699	7.157579365
FBN3	7.215901817	7.083479327	7.132381482	6.572007415	7.195052257	6.5729518	7.776913302	7.15010267	6.829202637	6.738430088
FBP1	9.063470585	8.263663569	8.220919992	9.250201287	8.862466889	9.007116994	7.615401583	9.24583789	9.401144048	9.274212732
FBP2	5.38323426	5.279857547	5.446199977	4.949245431	5.50271885	5.154919347	5.744987179	5.413722695	5.171491078	5.195260971
FBRS	8.456116171	8.25896169	8.922331667	7.803976093	8.559396212	8.36339889	7.930317476	8.49736487	8.621238701	8.620040165
FBRSL1	9.262470743	9.249829288	9.762197641	9.151551899	9.407718138	9.224655323	9.23428096	9.061789696	9.142438967	9.280065486
FBXL12	7.442246854	7.837281014	7.505597217	7.557142003	7.430452552	7.970382033	6.930690035	7.341870142	7.71580416	8.208731838
FBXL13	5.191471848	5.965751968	5.169632425	5.203514411	5.540070678	5.091555981	5.46606259	5.511385807	5.345350244	5.424220048
FBXL14	8.176038475	8.045290061	8.117482072	7.798147746	8.102211944	7.965922777	8.786073552	7.971135403	8.103098934	8.016579889
FBXL15	6.630073418	6.90495368	6.74827337	6.43536023	6.748461233	6.566089058	7.119159017	6.584313142	6.597072252	6.532072229
FBXL16	7.382200342	7.54255987	7.684741609	7.116447936	7.292928955	7.176941052	7.998048789	7.307155262	7.10370744	7.085275926
FBXL17	7.988565404	8.053067881	8.053458932	8.096836362	7.986297154	7.968096514	7.990160706	7.92060296	7.788672662	8.050926085
FBXL18	7.590310086	7.611961691	7.823252584	7.24478243	7.758343157	7.231230783	8.19341201	7.657354182	7.531053893	7.348568829
FBXL19	7.935406707	7.89582972	8.009683081	7.514840272	7.899109151	7.579934372	7.996722037	7.792816318	7.683050746	7.549222494
FBXL19-AS1	5.362326103	5.411029586	5.529386824	5.239081023	5.355925417	5.370443305	5.753575122	5.406352988	5.179650377	5.303945096
FBXL2	6.088508416	5.828956476	6.030706858	5.71402841	6.360808466	5.589781461	6.905362935	6.007653	5.901798524	5.74018552
FBXL20	8.258292779	8.3323499	8.12059559	8.636330977	8.163609426	8.99394603	7.56163163	8.272788391	8.565566713	8.505366969
FBXL21	4.88345953	4.778891907	5.075639589	4.731959785	4.915769455	4.734400729	6.288148123	4.81104453	4.77286746	4.733641766
FBXL22	6.628538861	6.244249652	6.578434587	6.328403864	6.576809318	6.586296377	6.280245552	6.609783029	6.382132886	6.572263658
FBXL3	9.957199282	10.09905845	9.828650621	10.25841292	9.990075592	10.38795269	6.964444842	9.873767068	10.32340385	10.32409052
FBXL4	7.11997861	7.729382824	7.412112515	8.654514307	7.274876633	8.68348242	6.615235302	7.34473087	7.868668248	8.06978808
FBXL5	10.25658612	11.58162899	9.037431644	11.86593814	10.01385303	11.30653453	6.790850216	10.49806134	11.12078867	11.53326159
FBXL7	7.040081454	6.750847648	7.105835194	6.192922038	7.084904033	6.288380712	7.476819096	6.783260196	6.778576564	6.517533969
FBXL8	8.086709473	8.225583429	8.053057017	7.758496401	8.128695514	7.88148109	8.279847335	8.078737909	7.92991524	7.951500374
FBXO11	9.825028726	9.566550712	9.739059926	10.15282987	9.793652076	10.11297374	7.529594532	9.809793848	9.936465689	9.928783351
FBXO15	5.433039555	5.149393514	5.342497856	5.195690119	5.362929206	5.229684048	6.378409313	5.460015136	5.15434422	5.09367848
FBXO16	5.055412598	4.825963664	5.025547115	4.9931807	5.196646384	4.801401845	5.523536865	5.047795741	5.183935054	5.05112409
FBXO17	8.012001774	7.797723022	7.939639741	7.350507607	8.137448127	7.312979875	8.666550369	7.847225856	7.699251957	7.398682138
FBXO18	6.255848147	7.281614801	6.156184226	7.680549409	6.317779798	7.933655251	6.292739425	6.593570398	6.627891322	7.443308269
FBXO2	8.526894337	8.416615992	8.360342327	7.877928255	8.420680293	7.911775457	8.95327106	8.291516076	8.147723896	8.159048867
FBXO21	8.336475318	8.091980096	8.488193632	8.290350675	8.617640101	8.684275241	7.495847034	8.158483463	8.279708073	8.481775218
FBXO22	7.817361042	8.008344579	7.685043089	8.896910577	7.453748023	8.539910988	8.3517829	7.72251384	8.152736089	8.260778432
FBXO24	6.52685757	6.250611086	6.362988801	5.831497268	6.490485094	5.953803006	6.704650675	6.186857067	6.1276209	6.110830924
FBXO25	8.637505907	8.860616765	8.32440226	9.348509265	8.399136968	9.09508139	7.233198931	8.662345578	8.921846023	9.153729007
FBXO27	6.979636689	6.744820386	6.719224519	6.490377587	6.986251638	6.448953796	7.16413259	6.774101781	6.684650451	6.490769065
FBXO28	8.037881851	8.28307909	8.024158972	8.492301865	7.771892179	8.69274451	6.936402378	7.955998553	8.568963139	8.711415749
FBXO3	8.873071855	9.240650633	8.688946132	9.505202199	8.747454538	9.673600589	7.374239644	8.904526246	9.052250134	9.481189941
FBXO30	8.729712502	8.631486301	8.713252464	9.196938941	8.761714108	9.266013461	7.759375578	8.705521805	9.391172688	8.90731733
FBXO31	7.602557836	7.572480443	8.155238201	7.40527764	7.717573615	7.818940011	7.120341571	7.708649387	7.455121694	7.690032903
FBXO32	7.967854509	7.429800055	8.279522369	7.789031467	7.579338568	8.504159546	6.544647662	7.649241804	7.637095776	7.567271631
FBXO33	8.01935721	9.001833199	7.487357715	8.765226417	8.179869291	8.744373043	5.59101811	8.613222218	8.076094069	9.046335533
FBXO34	8.900649482	8.180491025	9.021318703	8.830420133	8.825547151	9.08580438	7.73464866	8.520870075	9.206755539	8.459345546
FBXO36	6.712609536	6.661550098	6.644130276	6.475376766	6.685547754	6.501448699	7.513506537	6.64655151	6.521914462	6.425736229
FBXO38	8.659393009	8.553475705	8.803947042	9.134192698	8.359609017	9.069326237	7.318063715	8.736916001	9.282398103	8.799828803
FBXO39	7.127953064	6.79246496	6.909737108	6.536965179	6.94673086	6.52177473	7.565604791	7.022290127	6.794610812	6.468725038
FBXO4	6.567647355	6.912781579	6.622272967	7.398863377	6.40035519	7.372003102	6.672595061	6.70564621	6.944577374	7.30838454
FBXO40	6.158738932	5.592259681	5.827168649	5.562358446	6.095829503	5.545594678	6.635494671	5.832831799	5.793209217	5.327737656
FBXO41	7.017521104	7.26818172	7.124235068	7.152710742	7.212345603	7.325080544	7.210047867	7.087261274	6.91515038	7.196636549
FBXO42	7.864928972	7.743838068	8.081893486	8.174216641	7.768336528	8.400046872	7.507762932	7.760666729	8.179053169	8.138456126
FBXO43	5.434084404	5.127480584	5.424717222	5.427411744	5.73208193	5.16547786	7.065561541	5.525135517	5.40641762	5.228499339
FBXO44	7.671951438	7.77626852	7.848785665	7.55066984	7.738625992	7.614746647	7.887896863	7.652371763	7.637342165	7.779489556
FBXO45	6.8205364	6.998184218	6.821684707	7.30628047	6.888548441	7.240447906	7.013294755	6.564195229	6.786936087	7.030556792
FBXO46	8.202412824	8.188895401	8.225376163	7.77001631	8.107991188	7.93036479	8.336095897	7.882508555	7.879607754	7.982725539
FBXO47	4.803769495	4.550248104	4.856517659	4.768337851	4.736334277	4.625691311	5.484644082	4.778707965	4.779911045	4.515056395
FBXO48	5.084251395	5.344349176	5.05427111	5.268771223	5.155380903	5.363787841	5.465360699	5.04900773	5.068937315	5.033638839
FBXO5	6.904315493	7.099189986	7.148069774	8.048503222	6.910192989	7.675498402	7.068917974	6.854619084	7.057016965	7.497396807
FBXO6	7.698378244	7.584834756	7.48316279	8.039966346	7.594287276	7.870346223	7.727096794	7.614658318	7.596428322	7.587665021
FBXO7	9.935350716	10.01952123	9.738914733	10.28352827	10.06916778	10.40227664	6.68125247	10.30217051	10.2532093	10.36661728
FBXO8	7.975062653	8.109465038	8.012792122	8.383777721	7.908374606	8.545566878	7.553652331	7.78303751	8.242988278	8.158453167
FBXO9	7.418830478	7.131047395	7.624895704	7.273933855	7.3959382	7.600896845	7.501053574	7.27175513	7.412837943	7.283828508
FBXW10	6.332213228	5.708697521	5.817632601	5.589814499	6.190113124	5.124418931	6.487301307	6.248630637	5.996856591	5.40566731
FBXW11	8.101739359	8.049374832	8.218287142	8.549388089	8.090265946	8.597471582	7.735928284	8.103413711	8.451029733	8.288109355
FBXW12	5.28879042	5.183299913	5.220736236	4.980550901	5.185862582	4.874688784	6.168202759	5.162427585	5.246693102	4.980345254
FBXW2	9.288141662	9.171649694	9.235140654	9.590963112	9.177743423	9.726039302	7.666337638	9.025859346	9.170268102	9.397469283
FBXW4	8.582352771	8.380768403	9.107821233	8.45412653	8.503722401	9.027527309	8.240800871	8.431560283	8.631730013	8.713623651
FBXW4P1	8.768892263	8.766253926	9.059631078	8.404741368	8.779601177	8.707355681	8.549807766	8.618157884	8.505799647	8.463855379
FBXW5	8.870709939	9.420570825	9.169641945	9.451064774	9.188569066	9.434325897	9.039911529	9.051252452	8.834091759	9.320608778
FBXW7	8.599284315	8.113096194	8.310903563	8.734560602	8.319392134	8.712279365	7.275733428	8.369169818	8.664681937	8.737183109
FBXW8	7.48400114	7.489422513	7.778517429	7.618914027	7.496110773	8.03358268	7.441524978	7.451392468	7.278300767	7.634745719
FBXW9	7.665456729	7.688404188	7.606323775	7.104462471	7.736902475	7.291631183	8.178729578	7.715913957	7.482840218	7.463704188
FCAMR	6.488943936	6.316321361	6.210817432	5.940826856	6.825493091	5.94547427	7.16931373	6.404310504	6.116007033	6.015225468
FCAR	8.75703992	9.591009879	9.078623176	8.757973304	9.341892375	8.887820725	8.112090194	9.730677313	10.37252774	9.564120903
FCER1A	7.260072716	8.9141489	6.358136002	8.331423077	7.183337632	8.763839778	7.134436588	7.358800627	7.00027048	9.321197546
FCER1G	10.79807482	11.14166014	9.214722242	11.17248377	10.64274669	11.03633161	5.108390635	10.8386288	11.12638828	11.2635509
FCER2	7.023188806	7.709897146	7.166856013	7.568465396	7.065723087	7.215785358	7.208761096	6.958807883	7.51780322	7.754252844
FCF1	7.010041298	7.618936044	7.143872958	8.583131672	7.01460078	8.031312481	6.38956337	7.34553831	7.64109078	7.555010855
FCGBP	7.180078224	6.648494205	7.021979343	6.795078574	6.910576777	7.023055704	7.600299492	7.111166976	6.746742716	6.923054075
FCGR1A	9.257517112	9.286388113	6.41977777	10.76355023	8.645852264	9.263561249	7.268023582	9.768220259	9.52397242	8.030743948
FCGR1B	7.02087996	6.461168365	6.86809408	6.311886335	7.155202776	6.337873404	7.748434397	6.972060762	6.874833844	6.084040872
FCGR2A	9.221200418	11.01486435	6.823863977	10.37890172	9.510878867	9.961603072	6.185595024	10.13256399	10.50237436	10.35130368
FCGR2B	9.219178572	9.570406508	8.125502314	9.622335356	8.757933957	9.342975647	7.669552163	9.677913137	9.019586742	9.287631808
